Full.Journal.Title	1997	1997_SCIE_SSCI	1998	1998_SCIE_SSCI	1999	1999_SCIE_SSCI	2000	2000_SCIE_SSCI	2001	2001_SCIE_SSCI	2002	2002_SCIE_SSCI	2003	2003_SCIE_SSCI	2004	2004_SCIE_SSCI	2005	2005_SCIE_SSCI	2006	2006_SCIE_SSCI	2007	2007_SCIE_SSCI	2008	2008_SCIE_SSCI	2009	2009_SCIE_SSCI	2010	2010_SCIE_SSCI	2011	2011_SCIE_SSCI	2012	2012_SCIE_SSCI	2013	2013_SCIE_SSCI	2014	2014_SCIE_SSCI	2015	2015_SCIE_SSCI	2016	2016_SCIE_SSCI	2017	2017_SCIE_SSCI
rivista italiana di telerilevamento	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zeitschrift fur wirtschaftsgeographie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	NA	44	NA	17	NA	33	NA	50	NA	67	NA	68	112	112
language problems & language planning	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	37	NA	53	NA	68	NA	67	NA	97	NA	113	162	162
estudios constitucionales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	3	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
international journal of human genetics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	NA	121	NA	108	NA	107	NA	133	NA	122	NA	142	138	138
kriminologisches journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	16	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
african and asian studies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	28	NA	35	NA	48	NA	46	NA	39	NA	71	108	108
asia europe journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	29	NA	58	NA	55	NA	120	NA	89	NA	131	217	217
diabetologe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	43	NA	41	NA	22	NA	36	NA	32	NA	38	50	50
ideggyogyaszati szemle-clinical neuroscience	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	NA	128	NA	117	NA	133	NA	125	NA	171	NA	155	136	136
asian journal of animal and veterinary advances	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
laboratoriumsmedizin-journal of laboratory medicine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	NA	30	NA	43	NA	53	NA	52	NA	60	NA	61	63	63
russian meteorology and hydrology	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	355	NA	359	NA	376	NA	415	NA	357	NA	345	NA	541	548	548
rocznik ochrona srodowiska	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	59	NA	23	NA	392	NA	302	NA	410	NA	393	545	545
journal of psychology in africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	72	NA	67	NA	101	NA	112	NA	175	NA	265	382	382
south atlantic quarterly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	268	NA	257	NA	272	NA	311	NA	373	NA	423	NA	631	794	794
universia business review	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	NA	38	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
medecine nucleaire-imagerie fonctionnelle et metabolique	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	NA	119	NA	111	NA	86	NA	53	NA	80	NA	74	69	69
journal of baltic science education	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	42	45	45	86	86	99	99	135	135	167	167	245	245
international journal of sports marketing & sponsorship	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	NA	55	NA	NA	NA	NA	NA	139	NA	134	NA	257	313	313
uluslararasi iliskiler-international relations	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	12	NA	20	NA	27	NA	19	NA	34	NA	44	52	52
development southern africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	267	NA	294	NA	388	NA	325	NA	436	NA	537	720	720
psychiatry investigation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	141	NA	252	NA	397	NA	510	NA	669	NA	769	936	936
european journal of international management	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	87	NA	80	NA	103	NA	120	NA	156	NA	231	308	308
journal of water chemistry and technology	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102	NA	74	NA	79	NA	159	NA	130	NA	144	NA	200	242	242
risk management-an international journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	54	NA	44	NA	48	NA	NA	NA	NA	NA	NA	NA	NA
hong kong journal of paediatrics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	47	NA	46	NA	47	NA	52	NA	69	NA	70	87	87
fluid dynamics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	632	NA	707	NA	748	NA	781	NA	836	NA	879	NA	966	1188	1188
journal of engineering thermophysics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	NA	32	NA	55	NA	84	NA	103	NA	160	NA	212	255	255
australian journal of linguistics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	NA	73	NA	99	NA	106	NA	123	NA	134	NA	139	208	208
biocybernetics and biomedical engineering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	34	NA	51	NA	57	NA	108	NA	107	NA	208	323	323
asian women	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	9	NA	4	NA	13	NA	73	NA	66	NA	30	39	39
chinese journal of international law	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	115	NA	111	NA	117	NA	106	NA	198	NA	176	262	262
molecular genetics microbiology and virology	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93	NA	74	NA	71	NA	96	NA	114	NA	107	NA	109	107	107
international journal of rheumatic diseases	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	143	NA	321	NA	491	NA	713	NA	1002	NA	1416	1825	1825
spixiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	NA	237	NA	215	NA	254	NA	206	NA	255	NA	302	285	285
vitae-revista de la facultad de quimica farmaceutica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	30	NA	45	NA	55	NA	NA	NA	NA	NA	NA	NA	NA
journal of friction and wear	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	208	NA	205	NA	297	NA	189	NA	246	NA	264	NA	348	428	428
bioscience journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	175	NA	248	NA	253	NA	384	NA	410	NA	544	776	776
estudios sobre el mensaje periodistico	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	30	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of beliefs & values-studies in religion & education	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	64	NA	62	NA	60	NA	99	NA	151	NA	130	216	216
ekonomista	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
flexible services and manufacturing journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	13	NA	45	NA	75	NA	167	NA	227	NA	302	468	468
investment analysts journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	20	NA	35	NA	31	NA	72	NA	94	NA	71	116	116
journal of the entomological research society	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	43	NA	47	NA	62	NA	104	NA	76	NA	99	121	121
virologie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	NA	58	NA	55	NA	43	NA	46	NA	70	NA	57	48	48
current allergy & clinical immunology	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	NA	23	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chinese journal of mechanical engineering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	147	NA	184	NA	247	NA	393	NA	547	NA	549	NA	883	NA	NA
european journal of education	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	NA	251	NA	249	NA	302	NA	356	NA	499	NA	682	965	965
review of economic design	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	NA	99	NA	106	NA	114	NA	132	NA	122	NA	137	165	165
australian journal of early childhood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
materials testing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	66	NA	77	NA	100	NA	153	NA	162	NA	287	391	391
ernahrungs umschau	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	NA	126	NA	127	NA	109	NA	113	NA	125	NA	118	152	152
clothing and textiles research journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206	NA	226	NA	236	NA	264	NA	271	NA	341	NA	513	626	626
thermophysics and aeromechanics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	NA	125	NA	122	NA	194	NA	234	NA	219	NA	407	644	644
russian physics journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	488	NA	679	NA	807	NA	953	NA	1055	NA	1138	NA	1350	1422	1422
biomedical engineering-applications basis communications	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	NA	118	NA	129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
journal of australian studies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127	NA	87	NA	84	NA	106	NA	110	NA	157	NA	259	328	328
pratiques psychologiques	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	52	NA	48	NA	57	NA	60	NA	73	NA	76	91	91
european journal of law and economics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119	NA	154	NA	203	NA	178	NA	181	NA	253	NA	328	453	453
politics philosophy & economics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	65	NA	115	NA	120	NA	96	NA	153	NA	195	241	241
transylvanian review	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	29	NA	37	NA	15	NA	15	NA	26	NA	31	NA	NA
movimento	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	51	NA	85	NA	51	NA	64	NA	102	NA	174	216	216
cambridge review of international affairs	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	45	NA	79	NA	68	NA	92	NA	310	NA	420	560	560
foundations of science	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	NA	126	NA	NA	NA	NA	NA	154	NA	203	NA	233	364	364
neural regeneration research	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109	154	154	147	147	291	291	397	397	1000	1000	1886	1886	2801	2801
australian meteorological and oceanographic journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	56	NA	114	NA	212	NA	192	NA	280	NA	331	350	350
filosofija-sociologija	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	NA	57	NA	27	NA	39	NA	69	NA	98	NA	114	84	84
television & new media	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	134	NA	132	NA	163	NA	204	NA	254	NA	417	518	518
perspectivas em ciencia da informacao	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	59	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
revista brasileira de oftalmologia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	NA	99	NA	103	NA	92	NA	NA	NA	NA	NA	NA	NA	NA
scienceasia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	NA	184	NA	208	NA	278	NA	313	NA	352	NA	385	536	536
bilig	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	NA	39	NA	40	NA	28	NA	34	NA	34	NA	75	97	97
historia y politica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	27	NA	30	NA	33	NA	24	NA	66	NA	90	131	131
asian pacific journal of tropical medicine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	167	NA	269	NA	560	NA	799	NA	1022	NA	1566	2368	2368
journal of contemporary mathematical analysis-armenian academy of sciences	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	NA	49	NA	46	NA	43	NA	68	NA	62	NA	72	92	92
revista de historia economica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117	NA	84	NA	123	NA	81	NA	84	NA	187	NA	168	213	213
language culture and curriculum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	NA	171	NA	153	NA	144	NA	NA	NA	255	NA	359	444	444
recherches economiques de louvain-louvain economic review	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	NA	45	NA	54	NA	41	NA	62	NA	57	NA	55	NA	NA
saude e sociedade	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125	NA	125	NA	206	208	208	256	256	319	319	447	447	549	549
british journal of middle eastern studies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	NA	61	NA	63	NA	81	NA	89	NA	114	NA	145	191	191
journal of intellectual property rights	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nigerian journal of clinical practice	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	NA	125	NA	189	NA	255	NA	377	NA	451	NA	665	866	866
china agricultural economic review	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	24	NA	43	NA	65	NA	106	NA	120	NA	160	244	244
diachronica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	68	NA	97	NA	77	NA	108	NA	154	NA	131	183	183
hong kong journal of emergency medicine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	56	NA	83	NA	105	NA	112	NA	122	NA	127	157	157
ukrainian mathematical journal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	531	NA	540	NA	547	NA	574	NA	623	NA	578	NA	699	981	981
bulletin of economic research	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171	NA	184	NA	201	NA	181	NA	229	NA	226	NA	266	369	369
revista espanola de financiacion y contabilidad-spanish journal of finance and accounting	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	44	NA	42	NA	55	NA	NA	NA	NA	NA	NA	NA	NA
antibiotiques	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	28	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
porta linguarum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	12	NA	39	NA	14	NA	35	NA	81	NA	125	185	185
american economic journal-macroeconomics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	252	NA	409	NA	632	NA	805	NA	902	NA	1202	1362	1362
iranian journal of fisheries sciences	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	NA	104	NA	113	NA	118	NA	138	NA	223	NA	298	406	406
life science journal-acta zhengzhou university overseas edition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	41	NA	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonlinear oscillations	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	656	NA	636	NA	660	NA	707	NA	NA	NA	NA	NA	NA	NA	NA
zywnosc-nauka technologia jakosc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	162	NA	217	NA	282	NA	NA	NA	NA	NA	NA	NA	NA
pakistan journal of statistics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	84	NA	81	NA	147	NA	130	NA	NA	NA	NA	NA	NA
erde	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81	NA	83	NA	111	99	99	105	105	150	150	185	185	200	200
eesti rakenduslingvistika uhingu aastaraamat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
large animal review	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	NA	33	NA	31	NA	42	NA	57	NA	45	NA	69	79	79
oral radiology	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	44	NA	57	NA	51	NA	97	NA	95	NA	128	153	153
therapie familiale	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	60	NA	55	NA	52	NA	NA	NA	NA	NA	NA	NA	NA
buffalo bulletin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	41	NA	43	NA	71	NA	68	NA	99	NA	161	183	183
bulgarian journal of agricultural science	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	NA	122	NA	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
comunicacion y sociedad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	25	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
